web-scraper-order,web-scraper-start-url,heading,date,description,pagination,pagination-href
1520597738-463,https://news.bitcoin.com/?s=bitcoin+government+bank,GoFundMe Removes Bitcoin From Africa Youth Campaign,3-Sep-16,"Bitcoin's advantages to worthy fundraising drives is in the spotlight again, after crowdfunding site GoFundMe removed a campaign that included a Bitcoin donation address.

Also read: BitGive:...",48,https://news.bitcoin.com/page/48/?s=bitcoin+government+bank
1520597738-462,https://news.bitcoin.com/?s=bitcoin+government+bank,Australia’s Treasurer: Progress Made to End Bitcoin Double Tax,3-Sep-16,The Australian Treasurer and the FinTech Advisory Group met on Friday to further discuss the development of innovation in the financial services sector. Among...,48,https://news.bitcoin.com/page/48/?s=bitcoin+government+bank
1520597864-960,https://news.bitcoin.com/?s=bitcoin+government+bank,Overcoming Blockchain Implementation Challenges,3-Sep-16,"To fully benefit from blockchain’s enormous potential, enterprises must first overcome two formidable challenges: standardization and interoperability. 

Also read: Japan Risks Falling Behind Amid Blockchain...",97,https://news.bitcoin.com/page/97/?s=bitcoin+government+bank
1520598490-1162,https://news.bitcoin.com/?s=ethereum+government+bank,Overcoming Blockchain Implementation Challenges,3-Sep-16,"To fully benefit from blockchain’s enormous potential, enterprises must first overcome two formidable challenges: standardization and interoperability. 

Also read: Japan Risks Falling Behind Amid Blockchain...",9,https://news.bitcoin.com/page/9/?s=ethereum+government+bank
1520598575-1225,https://news.bitcoin.com/?s=ripple+government+bank,Overcoming Blockchain Implementation Challenges,3-Sep-16,"To fully benefit from blockchain’s enormous potential, enterprises must first overcome two formidable challenges: standardization and interoperability. 

Also read: Japan Risks Falling Behind Amid Blockchain...",4,https://news.bitcoin.com/page/4/?s=ripple+government+bank
1520597866-961,https://news.bitcoin.com/?s=bitcoin+government+bank,MIT Report: Legacy Finance ‘Will Undoubtedly Disappear’,29-Aug-16,"A new fintech report by the Massachusetts Institute of Technology (MIT) has legacy banking will ""undoubtedly disappear"" and that future banking will need to...",98,https://news.bitcoin.com/page/98/?s=bitcoin+government+bank
1520597738-464,https://news.bitcoin.com/?s=bitcoin+government+bank,"Florida Appeals Espinoza Decision, Bitcoin’s Status at Stake",28-Aug-16,The state Florida made headlines when Miami-Dade’s Circuit Judge Teresa Mary Pooler tossed out anti-money-laundering charges against website designer Michell Espinoza. According to recent...,48,https://news.bitcoin.com/page/48/?s=bitcoin+government+bank
1520597866-962,https://news.bitcoin.com/?s=bitcoin+government+bank,Fed Explores Radical New Financial Engineering Tools,28-Aug-16,"Central banking is ""in a brave new world,"" said a Fed representative as the institution considers both old and radical new tools to drive the US economy...",98,https://news.bitcoin.com/page/98/?s=bitcoin+government+bank
1520598490-1163,https://news.bitcoin.com/?s=ethereum+government+bank,"Florida Appeals Espinoza Decision, Bitcoin’s Status at Stake",28-Aug-16,The state Florida made headlines when Miami-Dade’s Circuit Judge Teresa Mary Pooler tossed out anti-money-laundering charges against website designer Michell Espinoza. According to recent...,9,https://news.bitcoin.com/page/9/?s=ethereum+government+bank
1520597738-466,https://news.bitcoin.com/?s=bitcoin+government+bank,"China’s ‘Google’ Baidu Halts Bitcoin Ads, Leaves Market Guessing",26-Aug-16,"China's most popular search engine, Baidu, froze bitcoin ads Thursday in what Bloomberg suggests is a ""growing wariness"" on behalf of business and government. 

Also...",48,https://news.bitcoin.com/page/48/?s=bitcoin+government+bank
1520597738-465,https://news.bitcoin.com/?s=bitcoin+government+bank,UPDATE: Bitcoiners Who Use Tor – Be Warned!,26-Aug-16,Bitcoiners who use Tor be warned! An obscure change to the Federal Rules of Criminal Procedure will automatically take effect on December 1 unless...,48,https://news.bitcoin.com/page/48/?s=bitcoin+government+bank
1520597738-467,https://news.bitcoin.com/?s=bitcoin+government+bank,Legal Identity for All: Can Bitcoin’s Blockchain Rise to the Challenge?,25-Aug-16,"The United Nations aims to make it possible for all people to have a legal identity, including birth registration. This is one of the...",48,https://news.bitcoin.com/page/48/?s=bitcoin+government+bank
1520597866-963,https://news.bitcoin.com/?s=bitcoin+government+bank,Venezuelan Cryptobuyer Brokerage Sees ‘Soaring Demand’,24-Aug-16,"Venezuela is in economic turmoil, shaking the country to its core. Venezuelan digital asset brokerage Cryptobuyer believes the country's situation warrants a broadening in currency...",98,https://news.bitcoin.com/page/98/?s=bitcoin+government+bank
1520597738-468,https://news.bitcoin.com/?s=bitcoin+government+bank,"If This Video Doesn’t Make You Want Bitcoin, Nothing Will",23-Aug-16,"One particular YouTube video perfectly sums up how the economy works. And if it doesn’t make you want to buy bitcoins (or wish you had more),...",48,https://news.bitcoin.com/page/48/?s=bitcoin+government+bank
1520597738-469,https://news.bitcoin.com/?s=bitcoin+government+bank,Is the NSA Baiting the Shadow Brokers with Seized Bitcoin?,22-Aug-16,"According to a recent post from crypto-blogger Krypt3ia, the wallet of the Shadow Brokers group who are auctioning NSA hacking tools, has been receiving the...",48,https://news.bitcoin.com/page/48/?s=bitcoin+government+bank
1520597866-964,https://news.bitcoin.com/?s=bitcoin+government+bank,The FCA Considers Bringing Blockchain Startups to UK,21-Aug-16,The UK’s Financial Conduct Authority (FCA) will possibly approve blockchain businesses within the region. This will give UK-based distributed ledger businesses an edge when it comes...,98,https://news.bitcoin.com/page/98/?s=bitcoin+government+bank
1520597738-470,https://news.bitcoin.com/?s=bitcoin+government+bank,"The Federal Reserve Gets on Facebook, Greeted by Angry Bitcoiners",21-Aug-16,"The Federal Reserve, the quasi-private governing body of the US monetary system, launched a Facebook page Thursday in its bid to become more transparent and...",48,https://news.bitcoin.com/page/48/?s=bitcoin+government+bank
1520597866-965,https://news.bitcoin.com/?s=bitcoin+government+bank,Chainalysis: More Ransomware Arrests Are Coming,19-Aug-16,"Ransomware has been on the rise as of late, and it is a cyber security threat a lot of businesses and government services are taking...",98,https://news.bitcoin.com/page/98/?s=bitcoin+government+bank
1520597740-471,https://news.bitcoin.com/?s=bitcoin+government+bank,Swiss Capital Zurich Rejects Bitcoin Government,18-Aug-16,"Zurich's local government has gone against initiatives elsewhere in Switzerland by refusing to allow Bitcoin payments of taxes or salaries. 

Also read: Swiss Town Begins Accepting...",49,https://news.bitcoin.com/page/49/?s=bitcoin+government+bank
1520597866-966,https://news.bitcoin.com/?s=bitcoin+government+bank,KnC Miner Sold to ‘Serious’ Swedish Buyer,15-Aug-16,"Bankrupt mining conglomerate KnC Group has announced that Gogreenlight has acquired the assets of its KnC Miner subsidiary.
Also read: Suing Bitfinex Could Lose Traders...",98,https://news.bitcoin.com/page/98/?s=bitcoin+government+bank
1520597740-472,https://news.bitcoin.com/?s=bitcoin+government+bank,The Wealthiest Serving Congressman Just Bought His First Bitcoin,14-Aug-16,"The wealthiest serving member of Congress, California congressman Darrell Issa, visited Airbitz, a Bitcoin wallet provider. The Airbitz team and Issa discussed legislation enabling startups...",49,https://news.bitcoin.com/page/49/?s=bitcoin+government+bank
1520597740-473,https://news.bitcoin.com/?s=bitcoin+government+bank,Polls: Iceland’s Pro-Bitcoin Pirate Party to Take Power,13-Aug-16,"Iceland pro-Bitcoin Pirate Party is set to have a role in the country’s next government in October, polls suggest, looking to gain around 25%...",49,https://news.bitcoin.com/page/49/?s=bitcoin+government+bank
1520597866-967,https://news.bitcoin.com/?s=bitcoin+government+bank,Isle of Man Tests Blockchain for IoT Solutions,12-Aug-16,"The Isle of Man government is researching and developing blockchain technology to create synergy with the Internet of Things (IoT) concepts.

Also read: Copay & GreenAddress...",98,https://news.bitcoin.com/page/98/?s=bitcoin+government+bank
1520597740-474,https://news.bitcoin.com/?s=bitcoin+government+bank,"Bitcoin Needs Inflation to Work as Money, Says Professor",11-Aug-16,Satoshi Nakamoto would probably have built inflation into the Bitcoin protocol to avoid mining centralization – if he could start over again – says...,49,https://news.bitcoin.com/page/49/?s=bitcoin+government+bank
1520597866-968,https://news.bitcoin.com/?s=bitcoin+government+bank,Australia’s Postal Service Reveals 3 Blockchain Use-Cases,9-Aug-16,"The postal service in Australia is looking into developing blockchain platforms to ease into the global acceleration of digital identity services. 

Also read: Blythe Masters’ Firm...",98,https://news.bitcoin.com/page/98/?s=bitcoin+government+bank
1520597740-475,https://news.bitcoin.com/?s=bitcoin+government+bank,"USMS to Auction 2,719 Seized Bitcoins This Month",8-Aug-16,"According to several reports, the U.S. government has announced another Bitcoin auction on August 22, selling 2,719 BTC -- worth $1.6 million USD at press...",49,https://news.bitcoin.com/page/49/?s=bitcoin+government+bank
1520597740-476,https://news.bitcoin.com/?s=bitcoin+government+bank,Breakaway Ukraine Region Decides Official Future is Bitcoin,8-Aug-16,"Regions in eastern Ukraine are formalizing the use of cryptocurrency to bypass economic sanctions, it has emerged.
Also read: Here’s Why Bitfinex is Not Like...",49,https://news.bitcoin.com/page/49/?s=bitcoin+government+bank
1520597866-969,https://news.bitcoin.com/?s=bitcoin+government+bank,RSK Federation Partners With Industry Leaders to Advance Security,4-Aug-16,"Twenty-four well-known Bitcoin firms have expressed keen interest in Rootstock, a smart contract protocol that works on the Bitcoin blockchain. These companies will participate in...",98,https://news.bitcoin.com/page/98/?s=bitcoin+government+bank
1520597866-970,https://news.bitcoin.com/?s=bitcoin+government+bank,GQ Releases Hilariously Sweary Audio of Craig Wright Interview,4-Aug-16,"GQ magazine has released a profane eight minutes of audio from its interview earlier this year with Dr. Craig Wright. In the clip, Wright becomes agitated...",98,https://news.bitcoin.com/page/98/?s=bitcoin+government+bank
1520598490-1164,https://news.bitcoin.com/?s=ethereum+government+bank,RSK Federation Partners With Industry Leaders to Advance Security,4-Aug-16,"Twenty-four well-known Bitcoin firms have expressed keen interest in Rootstock, a smart contract protocol that works on the Bitcoin blockchain. These companies will participate in...",9,https://news.bitcoin.com/page/9/?s=ethereum+government+bank
1520597740-477,https://news.bitcoin.com/?s=bitcoin+government+bank,Elliptic Partners with Security Firm for Bitcoin AML Platform,3-Aug-16,"According to Reuters, a new partnership between LexisNexis and the London-based Elliptic aims to pool resources to prevent illicit bitcoin use and monitor money laundering through...",49,https://news.bitcoin.com/page/49/?s=bitcoin+government+bank
1520597869-971,https://news.bitcoin.com/?s=bitcoin+government+bank,Colombian exchange Colbitex closes down after being open for just a few days,3-Aug-16,"Bitcoin exchange Colbitex had a short lived success, if you would like to call being open for a few days successful.

Colbitex was Colombia’s first...",99,https://news.bitcoin.com/page/99/?s=bitcoin+government+bank
1520597740-478,https://news.bitcoin.com/?s=bitcoin+government+bank,UniCredit Shares Slide 5% as Italy’s Banks Fail Stress Tests,2-Aug-16,Italy-based international bank UniCredit saw its shares suspended Monday and 5% losses in overall value as tests showed the country’s banks are still unable...,49,https://news.bitcoin.com/page/49/?s=bitcoin+government+bank
1520597869-972,https://news.bitcoin.com/?s=bitcoin+government+bank,Dubai Leaders Fund Blockchain Acceleration Event,2-Aug-16,Sheikh Mohammed bin Rashid Al Maktoum of Dubai has initiated a push to authorities to invest one billion dirhams ($275 million USD) into financial technology and...,99,https://news.bitcoin.com/page/99/?s=bitcoin+government+bank
1520597869-973,https://news.bitcoin.com/?s=bitcoin+government+bank,Ant Financial to Harness Blockchain in Updated Philanthropy App,1-Aug-16,"Chinese corporate giant Ant Financial, led by billionaire venture capitalist Jack Ma, is introducing blockchain technology to the Alipay donation application. The added feature will...",99,https://news.bitcoin.com/page/99/?s=bitcoin+government+bank
1520597740-480,https://news.bitcoin.com/?s=bitcoin+government+bank,Liberland: Bitcoin ‘Is Truly the Base of Our Economy’,1-Aug-16,"Bitcoin.com had a chance to discuss some topics with the Liberland president Vít Jedli?ka concerning the many topics the micronation faces, the citizens use...",49,https://news.bitcoin.com/page/49/?s=bitcoin+government+bank
1520597740-479,https://news.bitcoin.com/?s=bitcoin+government+bank,What Does Jewish Traditional Law Think of Bitcoin?,1-Aug-16,Most legal jurisdictions don't consider Bitcoin to be 'money' or 'currency' in the same way they do government-created fiat currencies. But what about Jewish...,49,https://news.bitcoin.com/page/49/?s=bitcoin+government+bank
1520597869-974,https://news.bitcoin.com/?s=bitcoin+government+bank,UK Politician: ‘Act Now’ to Save Govt’s ‘Digital Revolution’,1-Aug-16,"The deputy leader of the UK opposition, the Labour Party, has stated the government “must act” to secure the country’s digital progress.
Also read: ‘Bitcoin...",99,https://news.bitcoin.com/page/99/?s=bitcoin+government+bank
1520597743-481,https://news.bitcoin.com/?s=bitcoin+government+bank,"US Slowly Going Cash-Free, But Where’s the Bitcoin?",31-Jul-16,The US is starting to follow Europe down the 100% digital cash path – but does the mainstream media see Bitcoin as part of...,50,https://news.bitcoin.com/page/50/?s=bitcoin+government+bank
1520597869-975,https://news.bitcoin.com/?s=bitcoin+government+bank,Helicopter Money: Bigger Threat to Currencies Than QE?,29-Jul-16,"Quantitative Easing (QE) has so far not produced the runaway inflation some predicted. But before you start feeling comfortable about fiat currency again, central...",99,https://news.bitcoin.com/page/99/?s=bitcoin+government+bank
1520597743-482,https://news.bitcoin.com/?s=bitcoin+government+bank,Vancouver Real Estate Tax Hike May Drive More Chinese to Bitcoin,28-Jul-16,Next week Chinese investors in the Vancouver housing market will face a new 15 percent transfer tax that targets foreign nationals specifically. This particular...,50,https://news.bitcoin.com/page/50/?s=bitcoin+government+bank
1520597743-483,https://news.bitcoin.com/?s=bitcoin+government+bank,UK Male Escort Uses Bitcoin to Bypass Censorship,27-Jul-16,"Bitcoin continues to prove its censorship resistance every day. In fact, a male escort from the UK explains how he uses Bitcoin to bypass restrictions...",50,https://news.bitcoin.com/page/50/?s=bitcoin+government+bank
1520598490-1165,https://news.bitcoin.com/?s=ethereum+government+bank,UK Male Escort Uses Bitcoin to Bypass Censorship,27-Jul-16,"Bitcoin continues to prove its censorship resistance every day. In fact, a male escort from the UK explains how he uses Bitcoin to bypass restrictions...",9,https://news.bitcoin.com/page/9/?s=ethereum+government+bank
1520597869-976,https://news.bitcoin.com/?s=bitcoin+government+bank,Agentic Blockchain Consortium Expands To London,25-Jul-16,"New York-based blockchain consortium Agentic Group has announced its latest expansion into the UK. The organization, composed of over 35 distributed ledger and cryptocurrency projects, aims to...",99,https://news.bitcoin.com/page/99/?s=bitcoin+government+bank
1520597743-484,https://news.bitcoin.com/?s=bitcoin+government+bank,Gibraltar Lands First European Bitcoin ETI,25-Jul-16,"Gibraltar has welcomed Europe’s first regulated Bitcoin product in the form of Bitcoin exchange-traded instrument (ETI) BitcoinETI, which will shortly debut on the Gibraltar...",50,https://news.bitcoin.com/page/50/?s=bitcoin+government+bank
1520597743-485,https://news.bitcoin.com/?s=bitcoin+government+bank,Reuters’ World-Check Database Selling for Bitcoin After Breach,25-Jul-16,"According to security researcher and white hat hacker, Chris Vickery, a copy of the World-Check database was leaked online. According to reports, the leaked...",50,https://news.bitcoin.com/page/50/?s=bitcoin+government+bank
1520598492-1166,https://news.bitcoin.com/?s=ethereum+government+bank,Agentic Blockchain Consortium Expands To London,25-Jul-16,"New York-based blockchain consortium Agentic Group has announced its latest expansion into the UK. The organization, composed of over 35 distributed ledger and cryptocurrency projects, aims to...",10,https://news.bitcoin.com/page/10/?s=ethereum+government+bank
1520597869-977,https://news.bitcoin.com/?s=bitcoin+government+bank,Moody’s: Blockchain Technology is ‘Creating Competitive Pressure’,24-Jul-16,"A new report from Moody's Corporation details that there are currently over 120 blockchain-related projects involving Ethereum, Hyperledger, Microsoft, Bitcoin, and R3 CEV development. 

Also read: KYC...",99,https://news.bitcoin.com/page/99/?s=bitcoin+government+bank
1520598492-1167,https://news.bitcoin.com/?s=ethereum+government+bank,Moody’s: Blockchain Technology is ‘Creating Competitive Pressure’,24-Jul-16,"A new report from Moody's Corporation details that there are currently over 120 blockchain-related projects involving Ethereum, Hyperledger, Microsoft, Bitcoin, and R3 CEV development. 

Also read: KYC...",10,https://news.bitcoin.com/page/10/?s=ethereum+government+bank
1520597869-978,https://news.bitcoin.com/?s=bitcoin+government+bank,"247exchange adds currency support for Japan, Turkey, and other countries",23-Jul-16,"Belize based bitcoin startup 247exchange is quickly expanding it’s product offering this year, with the announcement of six more fiat based currencies they are adding for...",99,https://news.bitcoin.com/page/99/?s=bitcoin+government+bank
1520597743-486,https://news.bitcoin.com/?s=bitcoin+government+bank,$100M ‘Blockchain Fund’ Launched to Fast-Track Smaller EU Banks,22-Jul-16,"Private equity firm BnL Growth Partners has joined a multi-million dollar fund to facilitate blockchain advances for smaller finance institutions in Europe.
Also read: Blockchain...",50,https://news.bitcoin.com/page/50/?s=bitcoin+government+bank
1520597869-979,https://news.bitcoin.com/?s=bitcoin+government+bank,Coinbase Helps FBI Shut Down KickAssTorrents,22-Jul-16,"On July 20, U.S. government officials seized the website KickAssTorrents (KAT) and arrested the alleged founder of the site, Artem Vaulin. The site facilitated...",99,https://news.bitcoin.com/page/99/?s=bitcoin+government+bank
1520598492-1168,https://news.bitcoin.com/?s=ethereum+government+bank,Coinbase Helps FBI Shut Down KickAssTorrents,22-Jul-16,"On July 20, U.S. government officials seized the website KickAssTorrents (KAT) and arrested the alleged founder of the site, Artem Vaulin. The site facilitated...",10,https://news.bitcoin.com/page/10/?s=ethereum+government+bank
1520597743-487,https://news.bitcoin.com/?s=bitcoin+government+bank,Does Argentina Need More Bitcoins or Larger Banknotes?,21-Jul-16,"Inflation and corruption are two major problems afflicting Argentina and other Latin American countries, such as Brazil and Venezuela. If leaders of these countries wish...",50,https://news.bitcoin.com/page/50/?s=bitcoin+government+bank
1520597869-980,https://news.bitcoin.com/?s=bitcoin+government+bank,Blockchain in finance and management fields. Fintech and govtech cases at Blockchain Conference Kiev,21-Jul-16,This is a paid press release and should be treated as advertising and promotional material. Bitcoin.com does not endorse nor supports this product/service. Bitcoin.com is...,99,https://news.bitcoin.com/page/99/?s=bitcoin+government+bank
1520597743-488,https://news.bitcoin.com/?s=bitcoin+government+bank,"Russia U-Turn: Bitcoin Forex Trading to Be Legal, Mining Banned",19-Jul-16,"Russia’s Deputy Finance Minister, Alexey Moiseev, has revealed that the latest version of the draft law would treat cryptocurrency trading just like foreign currency...",50,https://news.bitcoin.com/page/50/?s=bitcoin+government+bank
1520598492-1169,https://news.bitcoin.com/?s=ethereum+government+bank,"Russia U-Turn: Bitcoin Forex Trading to Be Legal, Mining Banned",19-Jul-16,"Russia’s Deputy Finance Minister, Alexey Moiseev, has revealed that the latest version of the draft law would treat cryptocurrency trading just like foreign currency...",10,https://news.bitcoin.com/page/10/?s=ethereum+government+bank
1520597743-489,https://news.bitcoin.com/?s=bitcoin+government+bank,Turkish Residents Flock to Bitcoin During Military Coup,18-Jul-16,"The Turkish government is currently rounding up members of the groups that launched a military coup in recent days. During the coup, citizens ran to...",50,https://news.bitcoin.com/page/50/?s=bitcoin+government+bank
1520597743-490,https://news.bitcoin.com/?s=bitcoin+government+bank,OneCoin Event Gets Crashed by Bitcoin Uncensored – Interview,18-Jul-16,"Recently, Bitcoin.com ran an exposé on the OneCoin ""cryptocurrency"" project, calling out its smoke and mirrors operation. Afterwards, we got a lot of responses from...",50,https://news.bitcoin.com/page/50/?s=bitcoin+government+bank
1520597745-491,https://news.bitcoin.com/?s=bitcoin+government+bank,Blaming Bitcoin for Child Porn is Politics as Usual,17-Jul-16,"Unlike financial privacy, the issue of child porn so distasteful that most people shy away from questioning the motives or tactics of those who crusade...",51,https://news.bitcoin.com/page/51/?s=bitcoin+government+bank
1520597871-981,https://news.bitcoin.com/?s=bitcoin+government+bank,The Inside Scoop On Mark Karpeles’ Japanese Prison Release,14-Jul-16,"Japanese news reports that Mark Karpeles, the infamous CEO of Mt Gox, was released on bail yesterday. The video from News24 Japan says Karpeles...",100,https://news.bitcoin.com/page/100/?s=bitcoin+government+bank
1520597745-492,https://news.bitcoin.com/?s=bitcoin+government+bank,China’s Constant Bubbles Drive Investors to Bitcoin in Droves,14-Jul-16,"China’s economic problems may only just be starting, and bitcoin is poised to benefit more than ever before. On top of the ongoing currency devaluations,...",51,https://news.bitcoin.com/page/51/?s=bitcoin+government+bank
1520597871-982,https://news.bitcoin.com/?s=bitcoin+government+bank,How ‘Too Big to Jail’ HSBC Can Still Be Vacated,13-Jul-16,"In a world of corrupt banking practices filled with fraudulent activity, fractional reserve banking, quantitative easing, and too-big-to-jail banks like HSBC, it is great...",100,https://news.bitcoin.com/page/100/?s=bitcoin+government+bank
1520597745-493,https://news.bitcoin.com/?s=bitcoin+government+bank,"Negative Rates, Falling Bond Yields: Time to Consider Bitcoin",12-Jul-16,"With high market uncertainty, low inflation, and negative interest rates in many countries, it's becoming harder for investors to ignore Bitcoin, which is one...",51,https://news.bitcoin.com/page/51/?s=bitcoin+government+bank
1520597871-983,https://news.bitcoin.com/?s=bitcoin+government+bank,"OneCoin Claims Are ‘False and Misleading,’ Warns Belgium",11-Jul-16,"Belgium has issued a formal warning against OneCoin, the suspected ponzi scheme, which has already received criticism from throughout the cryptocurrency community.

Also read: The Halving...",100,https://news.bitcoin.com/page/100/?s=bitcoin+government+bank
1520597871-984,https://news.bitcoin.com/?s=bitcoin+government+bank,UK Gov’t is Trialling the Blockchain for Welfare & Pensions,10-Jul-16,The UK Department for Work and Pensions is currently trial testing a blockchain-based prototype that may be used to deliver a more robust system...,100,https://news.bitcoin.com/page/100/?s=bitcoin+government+bank
1520597745-494,https://news.bitcoin.com/?s=bitcoin+government+bank,Uber Thriving in Argentina Once Again Thanks to Bitcoin,9-Jul-16,"In Argentina, Bitcoin is a popular phenomenon, and on July 3, the cryptocurrency saved the country's Uber service thanks to a collaboration with Xapo. 

Also read: North Carolina...",51,https://news.bitcoin.com/page/51/?s=bitcoin+government+bank
1520597871-985,https://news.bitcoin.com/?s=bitcoin+government+bank,U.S. Gov’t Announces Blockchain Healthcare Contest,9-Jul-16,"It seems the U.S. government is going all in on blockchain technology, as the Department of Health and Human Services (HHS) just announced its...",100,https://news.bitcoin.com/page/100/?s=bitcoin+government+bank
1520597745-495,https://news.bitcoin.com/?s=bitcoin+government+bank,North Carolina Shrugs as Lawmakers Define Bitcoin,8-Jul-16,"New cryptocurrency legislation was passed into law North Carolina by Governor Pat McCrory. Signed on July 6, the ""Money Transmitters Act"" defines virtual currencies as...",51,https://news.bitcoin.com/page/51/?s=bitcoin+government+bank
1520597745-496,https://news.bitcoin.com/?s=bitcoin+government+bank,South Africa Bank: Blockchain Could Snatch 40% of Banking Revenue,8-Jul-16,A Blockchain research arm of a bank in South Africa has said the technology could take up to 40% of banks’ revenue if it becomes...,51,https://news.bitcoin.com/page/51/?s=bitcoin+government+bank
1520597871-986,https://news.bitcoin.com/?s=bitcoin+government+bank,Blockchain Investment Off To A Slow Start In 2016,8-Jul-16,"The world of blockchain technology has seen its fair share of investments throughout the years. Just last year, in 2015, a new record for...",100,https://news.bitcoin.com/page/100/?s=bitcoin+government+bank
1520597745-498,https://news.bitcoin.com/?s=bitcoin+government+bank,The European Union looks to impose new AML rules for bitcoin exchanges and wallets,7-Jul-16,"In a press release from the European Commission on Tuesday, they have announced a plan to strengthen rules to tackle terrorism financing, tax avoidance and...",51,https://news.bitcoin.com/page/51/?s=bitcoin+government+bank
1520597745-497,https://news.bitcoin.com/?s=bitcoin+government+bank,Venezuelan exchange SurBitcoin is trading bitcoin at 22% below market value,7-Jul-16,"On the Venezuelan bitcoin exchange SurBitcoin, which is based in Valencia, Carabobo, it is trading bitcoin well below market value; at approximately 22% less than...",51,https://news.bitcoin.com/page/51/?s=bitcoin+government+bank
1520597745-499,https://news.bitcoin.com/?s=bitcoin+government+bank,Cannabis Entrepreneurs Should Use Bitcoin as Legalization Grows,6-Jul-16,"This coming election, more states are set to join the legalized cannabis campaign, opting to regulating the flower like alcohol. Just recently, it has...",51,https://news.bitcoin.com/page/51/?s=bitcoin+government+bank
1520597745-500,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin is Decades Ahead of Its Altcoin Counterparts,5-Jul-16,"Currently, there are 705 cryptocurrencies out in the wild being traded every single day. For seven years, Bitcoin has remained the top gun of all...",51,https://news.bitcoin.com/page/51/?s=bitcoin+government+bank
1520598492-1170,https://news.bitcoin.com/?s=ethereum+government+bank,Bitcoin is Decades Ahead of Its Altcoin Counterparts,5-Jul-16,"Currently, there are 705 cryptocurrencies out in the wild being traded every single day. For seven years, Bitcoin has remained the top gun of all...",10,https://news.bitcoin.com/page/10/?s=ethereum+government+bank
1520597871-987,https://news.bitcoin.com/?s=bitcoin+government+bank,Tech Consultant Giant: Blockchain ‘Integral to Mid-East Digital Economy’,4-Jul-16,International tech consultants Booz Allen Hamilton (BAH) have authored a report stating blockchain is “integral to supporting and realizing a digital economy in the...,100,https://news.bitcoin.com/page/100/?s=bitcoin+government+bank
1520597871-988,https://news.bitcoin.com/?s=bitcoin+government+bank,Never Waste A Crisis: Merkel Peddles A Superstate,4-Jul-16,"A recent document called ""A strong Europe in a world of uncertainties” sketches out a harmonized Superstate that envisions the joining of 27 current...",100,https://news.bitcoin.com/page/100/?s=bitcoin+government+bank
1520597871-989,https://news.bitcoin.com/?s=bitcoin+government+bank,Crooked Agent Caught Again: Lyn Ulbricht Speaks Out,2-Jul-16,"According to recent Silk Road court documents unsealed on June 30, the corrupt special agent Shaun Bridges stole an extra $700,000 USD worth of Bitcoin...",100,https://news.bitcoin.com/page/100/?s=bitcoin+government+bank
1520597748-501,https://news.bitcoin.com/?s=bitcoin+government+bank,Why Serious Investors Need Bitcoin in Their Portfolios,2-Jul-16,Bitcoin has been gaining a lot of positive media attention over the past few weeks. Investors are looking at cryptocurrency as a valuable portfolio...,52,https://news.bitcoin.com/page/52/?s=bitcoin+government+bank
1520597871-990,https://news.bitcoin.com/?s=bitcoin+government+bank,Circle CEO & Luxembourg Minister Clash at Blockchain Debate,1-Jul-16,Circle's Jeremy Allaire and Luxembourg Finance Minister Pierre Gramegna discussed the future of blockchain at the World Economic Forum. Regulation and blockchain’s future were...,100,https://news.bitcoin.com/page/100/?s=bitcoin+government+bank
1520597748-502,https://news.bitcoin.com/?s=bitcoin+government+bank,Bitcoin Contest: Tell Ideapod How Blockchain Can Change the World,1-Jul-16,"The two influential thinkers, Don and Alex Tapscott, are launching a killer-app competition for Bitcoin users. 

Also read: China to Play a 'Leading Role' in Bitcoin's...",52,https://news.bitcoin.com/page/52/?s=bitcoin+government+bank
1520597748-503,https://news.bitcoin.com/?s=bitcoin+government+bank,China to Play a ‘Leading Role’ in Bitcoin’s Future,30-Jun-16,An interesting report was recently written by Digital Gold author Nathaniel Popper in the New York Times about the relationship between China and the Bitcoin...,52,https://news.bitcoin.com/page/52/?s=bitcoin+government+bank
1520597748-504,https://news.bitcoin.com/?s=bitcoin+government+bank,China’s Proposed New Law Recognizes Bitcoin as ‘People’s Rights’,28-Jun-16,"Virtual properties and data, including digital currencies, could be officially ""People's Rights"" in China, following the publication of a new Civil Code General Provisions Draft....",52,https://news.bitcoin.com/page/52/?s=bitcoin+government+bank
1520597748-505,https://news.bitcoin.com/?s=bitcoin+government+bank,Why Bitcoin Block Space is like Starbucks Coffee,27-Jun-16,Recently I've seen a number of people in the Bitcoin ecosystem commenting that they think Bitcoin blocks should always be completely full. This is...,52,https://news.bitcoin.com/page/52/?s=bitcoin+government+bank
1520598492-1171,https://news.bitcoin.com/?s=ethereum+government+bank,Why Bitcoin Block Space is like Starbucks Coffee,27-Jun-16,Recently I've seen a number of people in the Bitcoin ecosystem commenting that they think Bitcoin blocks should always be completely full. This is...,10,https://news.bitcoin.com/page/10/?s=ethereum+government+bank
1520598575-1226,https://news.bitcoin.com/?s=ripple+government+bank,Why Bitcoin Block Space is like Starbucks Coffee,27-Jun-16,Recently I've seen a number of people in the Bitcoin ecosystem commenting that they think Bitcoin blocks should always be completely full. This is...,4,https://news.bitcoin.com/page/4/?s=ripple+government+bank
